% Model:              
% Version:            COMSOL 5.4.0.225
% Date:               Jan 10 2022, 17:33
% Dimension:          2
% Nodes:              2741
% Expressions:        1
% Description:        Surface
% surf1x                  surf1y                   Color
-138.50863309085224       189.22178219717102       32.66193163264484
-137.6412914390061        191.37742575773683       32.664124193418786
-136.77394978715992       193.53306931830255       32.66569323124389
-135.90660813531377       195.68871287886836       32.6666387461205
-135.03926648346766       197.84435643943422       32.66696073804849
-134.17192483162145       199.99999999999997       32.666659207027635
-140.80690647268182       191.37742575773683       32.6423678134731
-139.93956482083567       193.53306931830264       32.64458787186305
-139.0722231689895        195.68871287886836       32.64618440730436
-138.20488151714332       197.84435643943416       32.64715741979694
-137.33753986529723       200                      32.64750690934102
-143.1051798545113        193.53306931830255       32.62255184489345
-142.23783820266522       195.68871287886842       32.62479940089963
-141.370496550819         197.84435643943422       32.62642343395697
-140.50315489897287       199.99999999999994       32.62742394406564
-145.40345323634085       195.68871287886836       32.602483726906144
-144.53611158449476       197.84435643943422       32.60475878052836
-143.66876993264856       199.99999999999994       32.606410311201785
-147.70172661817043       197.8443564394342        32.582163459511094
-146.8343849663243        199.99999999999997       32.58446601074928
-150                      199.99999999999994       32.56159104270813
-150                      184.80258786567083       32.577664518652625
-147.70172661817048       185.6864267319709        32.59646315848141
-145.40345323634085       186.57026559827085       32.61428918979493
-143.1051798545113        187.45410446457092       32.63114261259338
-140.8069064726818        188.337943330871         32.64702342687676
-150.00000000000003       187.84207029253668       32.57687493673126
-147.70172661817045       188.72590915883669       32.5947070686895
-145.4034532363409        189.60974802513672       32.611566592132476
-143.10517985451133       190.49358689143676       32.627453507060295
-149.99999999999997       190.88155271940246       32.5748727981761
-147.70172661817045       191.7653915857026        32.5917384222638
-145.40345323634088       192.64923045200254       32.60763143783623
-149.99999999999997       193.92103514626828       32.571658102987215
-147.70172661817043       194.80487401256835       32.587557219204314
-150.00000000000003       196.96051757313418       32.567230851164595
-125.29041431065738       187.4419423504684        32.7667194907047
-123.5283577223575        189.95355388037473       32.77715452298466
-121.76630113405756       192.46516541028097       32.78845442206682
-120.00424454575763       194.97677694018728       32.80061918795121
-118.24218795745774       197.48838847009364       32.813648820638036
-116.48013136915782       199.99999999999991       32.827543320127006
-127.0667164148502        189.95355388037476       32.7456895127973
-125.30465982655029       192.46516541028106       32.7547873104034
-123.5426032382504        194.97677694018734       32.76474997481182
-121.78054664995044       197.48838847009358       32.7755775060225
-120.01849006165055       199.99999999999994       32.787269904035554
-128.843018519043         192.465165410281         32.725168495475714
-127.08096193074314       194.9767769401874        32.73292905840816
-125.31890534244322       197.48838847009364       32.741554488142754
-123.55684875414326       199.99999999999991       32.751044784679664
-130.61932062323584       194.9767769401873        32.70515643874029
-128.85726403493595       197.48838847009364       32.711579766998966
-127.095207446636         199.99999999999991       32.71886796205979
-132.39562272742867       197.48838847009367       32.685653342591024
-130.63356613912873       199.99999999999997       32.690739436175875
-135.86498933481326       188.86581422783053       32.68074964966837
-133.22134557877428       188.50984625848997       32.70063744398607
-130.57770182273532       188.15387828914945       32.72159501559804
-127.93405806669637       187.79791031980895       32.74362236450435
-134.9976476829671        191.02145778839636       32.68291085732204
-132.35400392692813       190.66548981905575       32.702767298519575
-129.71036017088917       190.30952184971522       32.72369351701127
-134.130306031121         193.17710134896214       32.68444854202704
-131.48666227508198       192.82113337962156       32.70427363010424
-133.26296437927482       195.33274490952786       32.68536270378337
-138.14877791601253       186.5432154918816        32.668521588633155
-140.4470512978421        185.65937662558156       32.65287000814402
-142.74532467967163       184.7755377592815        32.63624581913979
-145.0435980615012        183.89169889298142       32.618649021620286
-147.34187144333077       183.00786002668144       32.6000796155858
-137.7889227411728        183.8646487865921        32.67403022092026
-140.0871961230024        182.98080992029213       32.65763526571027
-142.38546950483192       182.09697105399206       32.64026770198495
-144.68374288666146       181.213132187692         32.62192752974451
-137.4290675663331        181.1860820813027        32.678457529506204
-139.72734094816266       180.30224321500268       32.66131919957519
-142.0256143299922        179.41840434870264       32.643208261128905
-137.0692123914934        178.50751537601332       32.68180351439105
-139.36748577332298       177.62367650971325       32.66392180973901
-136.7093572166537        175.8289486707239        32.684068175574566
-135.50513415997352       186.1872475225411        32.68788223136238
-135.14527898513384       183.50868081725162       32.69393348935506
-134.7854238102941        180.83011411196216       32.69890342364664
-134.42556863545445       178.15154740667276       32.70279203423712
-132.8614904039346        185.83127955320055       32.70831265138577
-132.50163522909486       183.1527128479111        32.71490653508408
-132.14178005425515       180.47414614262163       32.7204190950813
-130.2178466478956        185.47531158386002       32.729812848703375
-129.85799147305588       182.79674487857054       32.736949358107324
-127.57420289185667       185.11934361451952       32.75238282331517
-139.367485773323         174.2924583421668        32.661899588686936
-142.0256143299922        176.08718618115617       32.64154291162822
-144.6837428866615        177.88191402014556       32.62061905179513
-147.34187144333075       179.67664185913492       32.599128009187666
-150.00000000000006       181.47136969812436       32.57706978380594
-142.0256143299922        172.75596801360962       32.63786650041436
-144.6837428866615        174.55069585259912       32.61729951213272
-147.34187144333072       176.34542369158845       32.59616534107653
-149.99999999999997       178.1401515305778        32.57446398724602
-144.68374288666143       171.21947768505248       32.611968910757014
-147.34187144333075       173.01420552404193       32.59119161125227
-149.99999999999997       174.8089333630313        32.56984712897298
-147.34187144333075       169.68298735649543       32.58420681971484
-150.00000000000003       171.47771519548482       32.563219208986936
-150                      168.1464970279383        32.55458022728766
-106.34788389296857       184.12538088165635       32.959207925438534
-104.5114082782552        187.30030470532512       32.981367066485575
-102.6749326635418        190.4752285289938        32.999838400102675
-100.8384570488284        193.65015235266247       33.01462192628992
-99.00198143411507        196.82507617633124       33.02571764504742
-97.16550581940167        199.99999999999994       33.0331255563749
